2nd world war	World_War_II
settlement	Brisbane
settlement	Colonization_of_Mars
settlement	European_colonization_of_the_Americas
settlement	Google_Book_Search_Settlement_Agreement
settlement	Hamlet_(place)
settlement	Urban_area
sheffield arena	Motorpoint_Arena_Sheffield
sheffield united	Sheffield_United_Cricket_Club
sheffield united	Sheffield_United_F.C.
show	Days_of_our_Lives
show	General_Hospital
show	At_the_Movies_(U.S._TV_series)
show	Conan_(TV_series)
show	Concert
show	Geneva_Motor_Show
show	Hannity
show	Late_Night_with_Conan_O'Brien
show	Late_Show_with_David_Letterman
show	Stargate_SG-1
show	Talk_radio
show	Tenacious_D_(TV_series)
show	The_Colbert_Report
show	The_Ed_Sullivan_Show
show	The_Ellen_DeGeneres_Show
show	The_Howard_Stern_Show
show	The_Tonight_Show_with_Jay_Leno
show	Top_Gear_(2002_TV_series)
siege	Siege_of_Leningrad
siege	Battle_of_Stalingrad
siege	Battle_of_Vienna
siege	Fall_of_Constantinople
siege	Siege_of_Boston
siege	Siege_of_Constantinople_(626)
siege	Siege_of_Jerusalem_(70)
siege	Siege_of_Khartoum
siege	Siege_of_Louisbourg_(1745)
siege	Siege_of_Tyre
simpsons	Simpson_family
simpsons	The_Simpsons
simpsons	The_Simpsons_Movie
singer	Human_voice
singer	Lead_vocalist
singer	Musician
singer	Singer_Corporation
singer	Singer-songwriter
singer	Singing
singer	Rapping
singer	Rihanna
single	CD_single
single	Dublin
single	Single_(music)
single	Single-player_video_game
single	Extended_play
single	Gramophone_record
single	Heartbreak_Hotel
single	Monotheism
single	UK_Singles_Chart
skip sheffield	Ryback_(wrestler)
slave	Slavery
slave	Slavery_in_the_United_States
slave	Slavery_in_ancient_Rome
slovakia	Czechoslovakia
slovakia	International_Federation_of_the_Phonographic_Industry
slovakia	National_Bank_of_Slovakia
slovakia	Slovakia
slovakia	Slovakia_at_the_2010_Winter_Olympics
slovakia	Slovakia_national_football_team
slovakia	Slovaks
smoothie	Smoothie
snow	Hank_Snow
snow	John_Snow_(cricketer)
snow	Snow_(Pamuk_novel)
snow	Snow_White_and_the_Seven_Dwarfs_(1937_film)
snow	Snowboarding
soccer	Association_football
soccer	Football_at_the_1984_Summer_Olympics
soccer	Football_at_the_2012_Summer_Olympics
soccer	Football_at_the_Summer_Olympics
soccer	Italy_national_football_team
soccer	American_football
soccer	Football_at_the_1976_Summer_Olympics
soccer	Major_League_Soccer
soccer	Premier_League
soccer	Republic_of_Ireland_national_football_team
soccer	South_Africa_national_football_team
soccer	UCLA_Bruins
social	Social_equality
social	Social_liberalism
social	Socialism
social	Society
socialist	French_Section_of_the_Workers'_International
socialist	Labour_Party_(UK)
socialist	Social_Democratic_Party_of_Austria
socialist	Social_Democratic_Party_of_Germany
socialist	Social_Democratic_Party_of_Switzerland
socialist	Social_democracy
socialist	Socialism
socialist	Socialist_Left_Party_(Norway)
socialist	Socialist_Party_(France)
socialist	Socialist_Party_(Ireland)
socialist	Socialist_realism
socialist	Communism
software	Computing
software	Software_development
software	Application_software
software	Computer_program
software	Software_engineering
sonny liston	Sonny_Liston
soundtrack	Soundtrack
soundtrack	Billboard_charts
soundtrack	Film_score
soundtrack	The_Nightmare_Before_Christmas_(soundtrack)
soundtrack	Video_game_music
soundtrack	A_Hard_Day's_Night_(album)
soundtrack	American_Beauty_(soundtrack)
soundtrack	Batman_(album)
soundtrack	Blue_Hawaii_(album)
soundtrack	Cadillac_Records:_Music_from_the_Motion_Picture
soundtrack	Camp_Rock_(soundtrack)
soundtrack	Country_Strong_(soundtrack)
soundtrack	Elizabethtown_(soundtrack)
soundtrack	Immortal_(Michael_Jackson_album)
soundtrack	Scream_for_Help_(album)
soundtrack	The_Sapphires_(soundtrack)
southern california	California
southern california	Los_Angeles
southern california	Southern_California
southern california	United_States
southern california	University_of_Southern_California
spike video game awards	Spike_Video_Game_Awards
spinoff	Spin-off_(media)
spinoff	Spin_out
spring	Aya_Hirano
spring	Chinook_salmon
spring	Dick_Spring
spring	Hooke's_law
spring	Matthew_Spring
spring	Spring_(device)
spring	Spring_(hydrology)
spring	Spring_(season)
spring	Spring_Airlines
spring	Spring_Framework
spring	Spring_Street_(Manhattan)
spring	Spring_training
spring	Coil_spring
spring	Leaf_spring
springfield	Buffalo_Springfield
springfield	Dusty_Springfield
springfield	Father_Knows_Best
springfield	Naismith_Memorial_Basketball_Hall_of_Fame
springfield	Rick_Springfield
springfield	Springfield_(The_Simpsons)
springfield	Springfield_(toponym)
springfield	Springfield_Armor
springfield	Springfield_Armory
springfield	Springfield_College_(Massachusetts)
springfield	Springfield_Falcons
springfield	Springfield_Indians
springfield	Springfield_rifle
springfield	Tom_Springfield
springfield rifle	Springfield_rifle
spurs	2001–02_San_Antonio_Spurs_season
spurs	San_Antonio_Spurs
spurs	Tottenham_Hotspur_F.C.
spurs	Spur_(topography)
spy	Espionage
spy	Special_Operations_Executive
spyglass hill	Spyglass_Hill_Golf_Course
stanford	Bank_of_the_West_Classic
stanford	Leland_Stanford
stanford	Stanford_Cardinal_baseball
stanford	Stanford_Graduate_School_of_Business
stanford	Stanford_Law_School
stanford	Stanford_University
stanford	Stanford_University_Press
state	City
state	Florida
state	Georgia_(U.S._state)
state	Government
state	Government_of_France
state	Government_of_New_York
state	Hawaii
state	India
state	Israel
state	Italy
state	Karnataka
state	League_of_Nations_mandate
state	Malaysia
state	Member_state_of_the_European_Union
state	New_South_Wales
state	New_York
state	North_Rhine-Westphalia
state	Pakistan
state	Pernambuco
state	Political_divisions_of_the_United_States
state	Public_university
state	Puerto_Rico
state	Regions_of_France
state	Republic_of_Ireland
state	Republic_of_Venice
state	South_Africa
state	South_Australia
state	Sovereign_state
state	Spain
state	State_(polity)
state	State_Magazine
state	State_school
state	States_of_Austria
state	States_of_Brazil
state	São_Paulo_(state)
state	U.S._state
state	United_States
state	United_States_Department_of_State
state	United_States_Secretary_of_State
state	Vermont
state	Washington_(state)
state	Wyoming
state	Anatolian_beyliks
state	Andhra_Pradesh
state	Arizona
state	Assam
state	California
state	Chhattisgarh
state	Communist_Party_of_the_Soviet_Union
state	Connecticut
state	Dacia
state	Denmark
state	Empire_of_Japan
state	French_West_Africa
state	Government_of_Russia
state	Government_of_the_United_Kingdom
state	Hungary
state	Idaho
state	Iowa
state	Jalisco
state	Kerala
state	Kingdom_of_England
state	Kingdom_of_Scotland
state	Legislative_Assembly_of_Queensland
state	Maharashtra
state	Maine
state	Massachusetts
state	Michigan
state	Minnesota
state	Missouri
state	Nevada
state	New_Jersey
state	New_South_Wales_Legislative_Assembly
state	New_York_State_Senate
state	North_Carolina
state	Odisha
state	Ohio
state	Oklahoma
state	Oregon
state	Ottoman_Empire
state	Pennsylvania
state	Querétaro
state	Quintana_Roo
state	Same-sex_marriage_in_the_United_States
state	Serbia
state	Slovakia
state	Socialist_Federal_Republic_of_Yugoslavia
state	South_Carolina
state	State_legislature_(United_States)
state	State_of_Palestine
state	State_of_Vietnam
state	Tamil_Nadu
state	Texas
state	Tyrol_(state)
state	Ukraine
state	Unitary_state
state	Victoria_(Australia)
state	Virginia
state	West_Bengal
state	Wisconsin
states	Dutch_Republic
states	Papal_States
states	Sovereign_state
states	State_(polity)
states	States_of_Austria
states	States_of_Brazil
states	States-General_of_the_Netherlands
states	U.S._state
states	United_States
states	Cantons_of_Switzerland
states	Confederate_States_of_America
states	Contiguous_United_States
states	Member_state_of_the_European_Union
states	Northeastern_United_States
states	Palatinate_(region)
states	Same-sex_marriage_in_the_United_States
station	Concordia_Station
station	Power_station
station	Stations_of_the_Cross
station	Train_station
station	Lucien-L'Allier_(AMT)
steel	Kevin_Nash
steel	Steel
steel	Steel_(John_Henry_Irons)
steel	Stainless_steel
steve jobs	Steve_Jobs
stock	Alec_Stock
stock	London_Stock_Exchange
stock	Mike_Stock_(musician)
stock	Stock
stock	Stock_(food)
stock	Fish_stock_(food)
stock	Stock_(firearms)
stream	Stream
stream	Streaming_media
stream	Internet_radio
study	Education
study	Higher_education
study	Bible_study_(Christian)
study	Oriental_studies
sudan	Anglo-Egyptian_Sudan
sudan	Egypt_Eyalet
sudan	Sudan
sudan	Sudan_(region)
sudan	Sudan_national_football_team
sugar	1997_Sugar_Bowl
sugar	2000_Sugar_Bowl
sugar	2004_Sugar_Bowl
sugar	2009_Sugar_Bowl
sugar	2010_Sugar_Bowl
sugar	2011_Sugar_Bowl
sugar	2012_Sugar_Bowl
sugar	2013_Sugar_Bowl
sugar	Alan_Sugar
sugar	Sugar
sugar	Sugar_(American_band)
sugar	Sugar_Bowl
sugar	Sugar_Music
sugar	Glucose
sugar	Sucrose
sugar ray robinson	Sugar_Ray_Robinson
sumatra	Aceh_Sultanate
sumatra	September_2007_Sumatra_earthquakes
sumatra	Sumatra
suns	Sun_Sports
suns	Jacksonville_Suns
suns	Phoenix_Suns
suns	Sun
suns	Sun_Microsystems
sunni	Sunnah
sunni	Sunni_Islam
superstar	Professional_wrestling
superstar	Superstar_(Jade_MacRae_song)
syria	Levant
syria	Ottoman_Empire
syria	Poland
syria	Seleucid_Empire
syria	Syria
syria	Syriac_Orthodox_Church
syria	Syrian_civil_war
syria	Syro-Hittite_states
taiwan	Taiwan
taiwan	Taiwan_Province
taiwan	Chinese_Taipei
taiwan	Culture_of_Taiwan
taiwan	Formosan_languages
taiwan	Free_area_of_the_Republic_of_China
taiwan	Geography_of_Taiwan
taiwan	Islam_in_Taiwan
taiwan	Judicial_Yuan
taiwan	Minguo_calendar
taiwan	Music_of_Taiwan
taiwan	New_Taiwan_dollar
taiwan	Republic_of_China_(1912–1949)
taiwan	Republic_of_China_Air_Force
taiwan	Republic_of_China_Army
taiwan	Republic_of_China_Navy
taiwan	Taiwan_independence
taiwan	Taiwanese_aborigines
taiwan	Taiwanese_cuisine
tanzania	Tanzania
tanzania	Dar_es_Salaam
texas	Texas
texas	Dallas
texas	East_Texas
texas	Governor_of_Texas
texas	Houston
texas	New_Spain
texas	San_Antonio_Spurs
texas	Super_Bowl_XXXVIII
texas	Texas_A&M_University
texas	Texas_Air_National_Guard
texas	Texas_League
texas	Texas_Longhorns_men's_basketball
texas	Texas_Ranger_Division
texas	Texas_Rangers_(baseball)
texas	Texas_blues
texas	University_of_Texas_at_Austin
texas	West_Texas
texas	World_Class_Championship_Wrestling
tennis	Tennis
tennis	Women's_Tennis_Association
tennis	Grand_Slam_(tennis)
tennis	Miami_Masters
tennis	US_Open_(tennis)
thai	Thai_Airways_International
thai	Thailand
thai	Ayutthaya_Kingdom
thai	Buddhism_in_Thailand
thai	History_of_Thailand
thai	Royal_Thai_Air_Force
thai	Royal_Thai_Navy
thai	Tai_peoples
thai	Thai_American
thai	Thai_alphabet
thai	Thai_language
thai	Thai_people
thai	Thai_solar_calendar
the bill	The_Bill
thomas jefferson	Thomas_Jefferson
time	Time
time	Time_(magazine)
time	Time_100
time	Top_Industrial_Managers_for_Europe
time	No_More_Idols
time	The_New_York_Times
time	Time_(Richard_Carpenter_album)
time	Time_Inc.
time	Time_Warner
time	2003_Major_League_Baseball_All-Star_Game
toronto	Toronto
toronto	2004_Molson_Indy_Toronto
toronto	2005_Molson_Indy_Toronto
toronto	Canada
toronto	Toronto_Blue_Jays
toronto	Toronto_Maple_Leafs
toronto	Toronto_Marlboros
toronto	Toronto_Marlies
toronto	Toronto_Raptors
toronto	Toronto_Rock
toronto	University_of_Toronto
turkey	Turkey
turkey	2005_Turkish_Grand_Prix
turkey	Accession_of_Turkey_to_the_European_Union
turkey	Anatolia
turkey	Ankara
turkey	Automotive_industry_in_Turkey
turkey	Grand_National_Assembly_of_Turkey
turkey	High-speed_rail_in_Turkey
turkey	History_of_the_Jews_in_Turkey
turkey	Human_rights_in_Turkey
turkey	Istanbul_Park
turkey	Music_of_Turkey
turkey	Name_of_Turkey
turkey	Ottoman_Empire
turkey	President_of_Turkey
turkey	Prime_Minister_of_Turkey
turkey	Rally_of_Turkey
turkey	Sultanate_of_Rum
turkey	Süper_Lig
turkey	Telephone_numbers_in_Turkey
turkey	Turkey_(bird)
turkey	Turkey_national_football_team
turkey	Turkish_Air_Force
turkey	Turkish_Armed_Forces
turkey	Turkish_Army
turkey	Turkish_Basketball_League
turkey	Turkish_Grand_Prix
turkey	Turkish_Navy
turkey	Turkish_State_Railways
turkey	Turkish_War_of_Independence
turkey	Turkish_language
turkey	Turkish_lira
turkey	Turkish_literature
turkey	Turkish_people
turkey	Turkish_wine
turkey	Turks_in_Austria
turkey	Türk_Telekom
tv	ABC_Television
tv	Adventures_of_Superman_(TV_series)
tv	American_Broadcasting_Company
tv	Analog_television
tv	Batman_(TV_series)
tv	CBC_Television
tv	DVB-T
tv	KABC-TV
tv	KGO-TV
tv	KSTP-TV
tv	KYW-TV
tv	NTSC
tv	Television
tv	Television_advertisement
tv	Television_in_the_United_States
tv	Terrestrial_television
tv	Treviso
tv	Virtual_channel
tv	WABC-TV
tv	WKYC
tv	WPVI-TV
tva	Tennessee_Valley_Authority
tx	Cypress
tx	Houston
tx	San_Antonio
tx	TV_Tokyo
tx	Texas
tabs	Tab_(GUI)
team	1996_AFC_Asian_Cup
team	Basketball_at_the_1980_Summer_Olympics
team	Basketball_at_the_1984_Summer_Olympics
team	Basketball_at_the_2000_Summer_Olympics
team	British_Racing_Motors
team	Field_hockey_at_the_1968_Summer_Olympics
team	Field_hockey_at_the_1980_Summer_Olympics
team	Field_hockey_at_the_2012_Summer_Olympics_–_Men's_tournament
team	Football_at_the_1908_Summer_Olympics
team	Football_at_the_1920_Summer_Olympics
team	Football_at_the_1924_Summer_Olympics
team	Football_at_the_1928_Summer_Olympics
team	Football_at_the_1948_Summer_Olympics
team	Football_at_the_1952_Summer_Olympics
team	Football_at_the_1964_Summer_Olympics
team	Football_at_the_1968_Summer_Olympics
team	Football_at_the_1972_Summer_Olympics
team	Football_at_the_1976_Summer_Olympics
team	Football_at_the_1980_Summer_Olympics
team	Football_at_the_1984_Summer_Olympics
team	Football_at_the_1988_Summer_Olympics
team	Football_at_the_1992_Summer_Olympics
team	Football_at_the_2012_Summer_Olympics
team	Gymnastics_at_the_1980_Summer_Olympics
team	Handball_at_the_1980_Summer_Olympics
team	Ice_hockey_at_the_1980_Winter_Olympics
team	Iran_national_football_team
team	Jordan_Grand_Prix
team	March_Engineering
team	McLaren
team	Soviet_Union_national_basketball_team
team	Team_sport
team	Volleyball_at_the_1980_Summer_Olympics
team	2008_Utah_Utes_football_team
team	Arkansas_Razorbacks_football
team	Army_Black_Knights_football
team	Baltimore_Ravens
team	Boston_College_Eagles_football
team	California_Golden_Bears_football
team	Colorado_Rockies_(NHL)
team	Columbus_Buckeyes_(AA)
team	Conquest_Racing
team	Duke_Blue_Devils_men's_basketball
team	England_national_rugby_union_team
team	Georgia_Tech_Yellow_Jackets_baseball
team	Germany_national_football_team
team	Indiana_Hoosiers_men's_basketball
team	Ireland_national_rugby_union_team
team	Justice_League
team	Marshall_Thundering_Herd_football
team	Maryland_Terrapins_football
team	Michigan_State_Spartans_football
team	Michigan_Wolverines_football
team	Netherlands_national_football_team
team	New_York_Jets
team	Oklahoma_City_Thunder
team	Pensacola_Blue_Wahoos
team	Sauber
team	Temple_Owls_football
team	Toronto_Blue_Jays
team	Toyota_Racing
team	Tyrrell_Racing
team	United_States_men's_national_ice_hockey_team
team	Virginia_Cavaliers_football
team	Washington_State_Cougars_football
team	Wisconsin_Badgers_football
team	Yugoslavia_national_football_team
teddy	Ted_Kennedy
teddy	Teddy_Sheringham
teddy	Theodore_Roosevelt
terry bradshaw	Terry_Bradshaw
thanksgiving	Thanksgiving
thanksgiving	Thanksgiving_(United_States)
thanksgiving	Thanksgiving_Classic
the apprentice	The_Apprentice_(UK_TV_series)
the beatles	The_Beatles
the bible	Bible
the bible	Book_of_Genesis
the caribbean	Caribbean
the cold war	Cold_War
the congress	United_States_Congress
the congress	Indian_National_Congress
the draft	Conscription_in_the_United_States
the draft	1990_NFL_Draft
the draft	1997_NBA_Draft
the draft	Selective_Service_System
the game	Game_(rapper)
the game	Battle_of_Nuremberg_(association_football)
the game	Major_League_Baseball_All-Star_Game
the game	Pac-Man
the middle east	Middle_East
the middle east	Islamic_architecture
the middle east	Mathematics_in_medieval_Islam
the middle east	Mesopotamia
the moon	Moon
the national	CBC_News
the national	Royal_National_Theatre
the national	The_National_(band)
the netherlands	Battle_of_the_Netherlands
the netherlands	Delftware
the netherlands	Dutch_Empire
the netherlands	Dutch_Republic
the netherlands	Dutch_Top_40
the netherlands	History_of_the_Netherlands
the netherlands	Kingdom_of_the_Netherlands
the netherlands	Mega_Top_50
the netherlands	MegaCharts
the netherlands	Netherlands
the netherlands	Netherlands_national_football_team
the netherlands	Netherlands_women's_national_football_team
the netherlands	Same-sex_marriage_in_the_Netherlands
the netherlands	United_Kingdom_of_the_Netherlands
the netherlands	Dutch_Caribbean
the netherlands	Dutch_people
the netherlands	Limburg_(Netherlands)
the netherlands	Low_Countries
the netherlands	Netherlands_national_under-17_football_team
the netherlands	Netherlands_national_under-19_football_team
the netherlands	Netherlands_national_under-21_football_team
the netherlands	Operation_Market_Garden
the netherlands	Royal_Dutch_Football_Association
the notebook	The_Notebook_(film)
the ottoman empire	Ottoman_Empire
the ottoman empire	Turkey
the pentagon	The_Pentagon
the pentagon	United_States_Department_of_Defense
the san fernando valley	San_Fernando_Valley
the scientist	The_Scientist
the uk	United_Kingdom
the uk	British_English
the uk	British_people
the uk	Great_Britain
the uk	UK_Singles_Chart
the uk	United_Kingdom_of_Great_Britain_and_Ireland
the un	United_Nations
the us	United_States
the us	American_English
the us	Billboard_200
the us	Billboard_Hot_100
the vatican	Apostolic_Palace
the vatican	Catholic_Church
the vatican	Holy_See
the vatican	Roman_Curia
the vatican	Vatican_City
the vatican	Vatican_Library
the vatican	St._Peter's_Basilica
theologian	Christian_theology
theologian	Calvinism
theologian	Roman_Catholic_theology
therapy	Tech_N9ne
therapy	Therapy_(Lodge_novel)
this week	BBC_News
this week	This_Week_(ABC_TV_series)
tigris river	Tigris
too much	Too_Much_(Elvis_Presley_song)
tour	BlackBerry_Tour
tour	PGA_Tour
tour	Tour_de_France
tour	Tourism
tour	ATP_Challenger_Tour
tour	Clockwork_Angels_Tour
tour	Concert
tour	Dangerous_World_Tour
tour	Drowned_World_Tour
tour	FutureSex/LoveShow
tour	Vapor_Trails_Tour
tour	Victory_Tour_(The_Jacksons_tour)
tourism	Tourism
tourism	Tourism_in_Canada
tourism	Tourism_in_Paris
tourism	Tourism_in_Thailand
tourism	Tourism_in_Wales
tourism	Tourism_in_the_United_Kingdom
tourism	Romania
tourism	Tourism_in_Antarctica
tourist	Tourism
tourist	Tourism_in_Wales
tourist	Tourism_in_the_United_Kingdom
town	Ipswich_Town_F.C.
town	Lewes
town	New_England_town
town	Brighton
town	Cambridge
town	Census
town	City_status_in_the_United_Kingdom
town	Communes_of_France
town	Derby
town	Leicester
town	New_York_City
town	Springfield_(The_Simpsons)
town	Wigan
toy	Toy
toy	Happy_Meal
toyota camry	Toyota_Camry
train	Train_(band)
train	Canadian_Pacific_Railway
train	Eurostar
train	Keretapi_Tanah_Melayu
train	Light_rail
train	NATO_Training_Mission-Afghanistan
train	Rail_transport
train	Train_station
trincomalee	Battle_of_Trincomalee
trincomalee	Trincomalee
trincomalee	Trincomalee_District
trincomalee	Trincomalee_Electoral_District
trincomalee	Trincomalee_Garrison
trincomalee	Trincomalee_Urban_Council
trinidad and tobago	Trinidad_and_Tobago_national_football_team
trinidad and tobago	West_Indies_cricket_team
trondheim	Archdiocese_of_Nidaros
trondheim	Nidaros
trondheim	Norwegian_University_of_Science_and_Technology
trondheim	Rosenborg_BK
trondheim	Trondheim
trondheim	Trondheimsfjord
trondheim	Trøndelag
trump	Donald_Trump
trust	Trust_(monopoly)
trust	Trust_Operation
trust	United_Nations_trust_territories
tuck everlasting	Tuck_Everlasting_(2002_film)
tyre	Archbishop_of_Tyre
tyre	Formula_One_tyres
tyre	Siege_of_Tyre
tyre	Tadamon_Sour
tyre	Tire
tyre	Tyre_District
ucl	1995–96_UEFA_Champions_League
ucl	1996–97_UEFA_Champions_League
ucl	2003–04_UEFA_Champions_League
ucl	2005–06_UEFA_Champions_League
ucl	2006–07_UEFA_Champions_League
ucl	2009–10_UEFA_Champions_League
ucl	UEFA_Champions_League
ucl	University_College_London
uk	2009_FIA_WTCC_Race_of_UK
uk	2011_military_intervention_in_Libya
uk	Billboard_200
uk	Birmingham
uk	British_Antarctic_Territory
uk	British_Armed_Forces
uk	British_Empire
uk	British_English
uk	British_Phonographic_Industry
uk	British_nationality_law
uk	British_people
uk	Cambridge
uk	Charles_University_in_Prague
uk	Donington_Park
uk	England
uk	English_people
uk	Government_of_the_United_Kingdom
uk	Great_Britain
uk	History_of_the_United_Kingdom
uk	Hot_R&B/Hip-Hop_Songs
uk	International_Federation_of_the_Phonographic_Industry
uk	Kentucky_Wildcats
uk	Kentucky_Wildcats_football
uk	Kentucky_Wildcats_men's_basketball
uk	Kingdom_of_Great_Britain
uk	Metropolitan_Police_Service
uk	Parliament_of_the_United_Kingdom
uk	Peerage_of_the_United_Kingdom
uk	Pound_sterling
uk	Royal_Air_Force
uk	Royal_Navy
uk	Television_in_the_United_Kingdom
uk	UK_Albums_Chart
uk	UK_Singles_Chart
uk	Ukrainian_language
uk	United_Kingdom
uk	United_Kingdom_of_Great_Britain_and_Ireland
uk	United_States
uk	University_of_Kentucky
uk	V_Festival
uk	.uk
ul lafayette	University_of_Louisiana_at_Lafayette
un	United_Nations
un	United_Nations_Headquarters
un	United_Nations_Office_at_Vienna
un	United_Nations_System
un	Unemployment
united states	United_States
united states	United_States_national_rugby_union_team
united states	1980_Summer_Olympics_boycott
united states	1991_United_States_Grand_Prix
united states	1992_United_States_men's_Olympic_basketball_team
united states	1994_FIFA_World_Cup
united states	2000_United_States_Grand_Prix
united states	2003_United_States_Grand_Prix
united states	2005_United_States_Grand_Prix
united states	A1_Team_USA
united states	ARIA_Charts
united states	Agriculture_in_the_United_States
united states	American_English
united states	American_Idol
united states	American_Jews
united states	American_Recovery_and_Reinvestment_Act_of_2009
united states	American_Revolution
united states	American_football
united states	Americans
united states	Banking_in_the_United_States
united states	Basketball_at_the_1984_Summer_Olympics
united states	Basketball_at_the_2000_Summer_Olympics
united states	Basketball_at_the_2004_Summer_Olympics
united states	Billboard_(magazine)
united states	Billboard_200
united states	Billboard_Hot_100
united states	Billboard_charts
united states	Boy_Scouts_of_America
united states	Buddhism_in_the_United_States
united states	California
united states	Capital_punishment_in_the_United_States
united states	Central_Intelligence_Agency
united states	Chinese_American
united states	Christianity_in_the_United_States
united states	College_basketball
united states	Conservatism_in_the_United_States
united states	Contiguous_United_States
united states	Continental_Congress
united states	Controlled_Substances_Act
united states	County_(United_States)
united states	Cuisine_of_the_United_States
united states	Dancing_with_the_Stars_(U.S._TV_series)
united states	Democratic_Party_(United_States)
united states	Education_in_the_United_States
united states	Federal_Reserve_System
united states	Federal_government_of_the_United_States
united states	Filipino_American
united states	Flag_of_the_United_States
united states	Foreign_policy_of_the_United_States
united states	French_American
united states	German_American
united states	Gun_politics_in_the_United_States
united states	Hinduism_in_the_United_States
united states	Hungarian_American
united states	Immigration_to_the_United_States
united states	Indian_American
united states	Indianapolis_Motor_Speedway
united states	Islam_in_the_United_States
united states	Japanese_American
united states	LGBT_rights_in_the_United_States
united states	Laotian_American
united states	Law_of_the_United_States
united states	Local_government_in_the_United_States
united states	Louisiana_Purchase
united states	Major_League_Soccer
united states	Miss_USA
united states	NASA
united states	National_Basketball_Association
united states	National_Collegiate_Athletic_Association
united states	Native_Americans_in_the_United_States
united states	Nickel_(United_States_coin)
united states	Nickelodeon_Kids'_Choice_Awards
united states	North_America
united states	Nuclear_power_in_the_United_States
united states	Obesity_in_the_United_States
united states	Polish_American
united states	Poverty_in_the_United_States
united states	Presidency_of_Barack_Obama
united states	President_of_the_United_States
united states	Presidential_Unit_Citation_(United_States)
united states	RIAA_certification
united states	Radio_in_the_United_States
united states	Recording_Industry_Association_of_America
united states	Salvadoran_American
united states	Same-sex_marriage_in_the_United_States
united states	Secondary_education_in_the_United_States
united states	Slavery_in_the_United_States
united states	Special_Forces_(United_States_Army)
united states	Supreme_Court_of_the_United_States
united states	Swedish_American
united states	Television_in_the_United_States
united states	Thanksgiving_(United_States)
united states	The_Football_Association
united states	The_Office_(U.S._TV_series)
united states	U.S._state
united states	US_Open_(tennis)
united states	USA_Track_&_Field
united states	Union_(American_Civil_War)
united states	United_Kingdom
united states	United_States_Agency_for_International_Development
united states	United_States_Air_Force
united states	United_States_Armed_Forces
united states	United_States_Army
united states	United_States_Census_Bureau
united states	United_States_Congress
united states	United_States_Constitution
united states	United_States_Declaration_of_Independence
united states	United_States_Department_of_State
united states	United_States_House_of_Representatives
united states	United_States_Navy
united states	United_States_Olympic_Committee
united states	United_States_Postal_Service
united states	United_States_Senate
united states	United_States_Special_Operations_Command
united states	United_States_and_the_United_Nations
united states	United_States_debt-ceiling_crisis_of_2011
united states	United_States_dollar
united states	United_States_federal_executive_departments
united states	United_States_men's_national_ice_hockey_team
united states	United_States_men's_national_soccer_team
united states	United_States_nationality_law
united states	Utah
united states	Vietnam_War
united states	Vietnamese_American
united states	WWE_United_States_Championship
united states	Washington_(state)
united states	West_Coast_of_the_United_States
united states	Who_Wants_to_Be_a_Millionaire_(U.S._game_show)
us	2005_United_States_Grand_Prix
us	2011_military_intervention_in_Libya
us	2012_US_Open_–_Men's_Singles
us	Alaska
us	American_English
us	American_Mafia
us	Billboard_(magazine)
us	Billboard_200
us	Billboard_Hot_100
us	Billboard_charts
us	Bingo_(U.S.)
us	Canadian_dollar
us	Controlled_Substances_Act
us	Education_in_the_United_States
us	Federal_government_of_the_United_States
us	Hot_Country_Songs
us	Hot_Dance_Club_Songs
us	Hot_Mainstream_Rock_Tracks
us	Hot_R&B/Hip-Hop_Songs
us	Indian_people
us	Music_recording_sales_certification
us	New_Mexico
us	North_America
us	PBS
us	RIAA_certification
us	Recording_Industry_Association_of_America
us	Sony_Music_Entertainment
us	Television_in_the_United_States
us	The_Office_(U.S._TV_series)
us	US_Airways_Express
us	US_Open_(tennis)
us	United_States
us	United_States_Air_Force
us	United_States_Armed_Forces
us	United_States_Army
us	United_States_Navy
us	United_States_dollar
us	United_States_men's_national_soccer_team
us	United_States_national_rugby_union_team
us	United_States_nationality_law
us	Us_Weekly
us	European_Union
us government	Federal_government_of_the_United_States
usa	1991_United_States_Grand_Prix
usa	2000_United_States_Grand_Prix
usa	2003_United_States_Grand_Prix
usa	2005_United_States_Grand_Prix
usa	2011_Major_League_Soccer_season
usa	2012_US_Open_–_Men's_Singles
usa	A1_Team_USA
usa	American_English
usa	Arizona
usa	Billboard_(magazine)
usa	Billboard_200
usa	Billboard_Hot_100
usa	Billboard_charts
usa	California
usa	Canada
usa	Cartoon_Network
usa	Controlled_Substances_Act
usa	Cuisine_of_the_United_States
usa	Discovery_Kids
usa	Federal_government_of_the_United_States
usa	Florida
usa	Georgia_(U.S._state)
usa	Great_Britain
usa	Indianapolis_Motor_Speedway
usa	LGBT_rights_in_the_United_States
usa	Louisiana
usa	Major_League_Soccer
usa	Maryland
usa	Massachusetts
usa	Mexico
usa	Miss_USA
usa	New_England
usa	New_York
usa	New_York_City
usa	North_America
usa	North_Carolina
usa	Nuclear_power_in_the_United_States
usa	RIAA_certification
usa	Recording_Industry_Association_of_America
usa	Salt_Lake_City
usa	South_Africa
usa	Television_in_the_United_States
usa	US_Open_(tennis)
usa	USA_17_(yacht)
usa	USA_Today
usa	USA_Track_&_Field
usa	Union_Army
usa	United_Soccer_Association
usa	United_States
usa	United_States_Army
usa	United_States_men's_national_ice_hockey_team
usa	United_States_men's_national_soccer_team
